source_file,n_servers,n_vms,require_all_on,classic_objective,classic_status,classic_time_s,quantum_objective,quantum_status,quantum_time_s,speedup_x,best_solver,n_classic_residuals,n_quantum_residuals
q_20260324_170602_results.json,1,1,True,12.0,SUCCESS,0.07,12.0,SUCCESS,1.191,0.059,classical,1,1
q_20260324_170653_results.json,2,1,True,24.0,SUCCESS,0.391,24.0,SUCCESS,2.957,0.132,classical,1,1
q_20260324_170757_results.json,3,1,True,36.0,INFEASIBLE,0.391,36.0,INFEASIBLE,4.818,0.081,classical,1,1
q_20260324_170916_results.json,4,1,True,46.0,SUCCESS,0.57,46.0,SUCCESS,7.449,0.077,classical,1,1
q_20260324_173114_results.json,5,1,True,56.0,SUCCESS,1.337,56.0,SUCCESS,10.064,0.133,classical,1,1
q_20260324_173313_results.json,6,1,True,66.0,INFEASIBLE,0.599,66.0,INFEASIBLE,12.171,0.049,classical,1,1
q_20260324_170608_results.json,1,2,True,12.0,SUCCESS,0.17,12.0,SUCCESS,1.84,0.093,classical,1,1
q_20260324_170703_results.json,2,2,True,24.0,SUCCESS,0.432,24.0,SUCCESS,3.578,0.121,classical,1,1
q_20260324_170808_results.json,3,2,True,36.0,INFEASIBLE,0.82,36.0,INFEASIBLE,4.596,0.178,classical,1,1
q_20260324_170933_results.json,4,2,True,46.0,INFEASIBLE,0.921,46.0,INFEASIBLE,10.962,0.084,classical,1,1
q_20260324_173135_results.json,5,2,True,56.0,SUCCESS,1.685,56.0,SUCCESS,13.522,0.125,classical,1,1
q_20260324_173328_results.json,6,2,True,66.0,INFEASIBLE,1.062,66.0,INFEASIBLE,9.986,0.106,classical,1,1
q_20260324_170615_results.json,1,3,True,12.0,INFEASIBLE,0.35,12.0,INFEASIBLE,1.821,0.192,classical,1,1
q_20260324_170713_results.json,2,3,True,24.0,INFEASIBLE,0.741,24.0,INFEASIBLE,4.363,0.17,classical,1,1
q_20260324_170821_results.json,3,3,True,36.0,INFEASIBLE,1.488,36.0,INFEASIBLE,5.819,0.256,classical,1,1
q_20260324_172950_results.json,4,3,True,46.0,INFEASIBLE,2.267,46.0,INFEASIBLE,10.848,0.209,classical,1,1
q_20260324_173158_results.json,5,3,True,56.0,INFEASIBLE,2.419,56.0,INFEASIBLE,15.1,0.16,classical,1,1
q_20260324_173346_results.json,6,3,True,66.0,INFEASIBLE,1.581,66.0,INFEASIBLE,12.058,0.131,classical,1,1
q_20260324_170622_results.json,1,4,True,12.0,INFEASIBLE,0.546,12.0,INFEASIBLE,1.816,0.301,classical,1,1
q_20260324_170723_results.json,2,4,True,24.0,INFEASIBLE,1.328,24.0,INFEASIBLE,3.909,0.34,classical,1,1
q_20260324_170834_results.json,3,4,True,36.0,INFEASIBLE,1.766,36.0,INFEASIBLE,5.933,0.298,classical,1,1
q_20260324_173014_results.json,4,4,True,46.0,INFEASIBLE,2.931,46.0,INFEASIBLE,10.4,0.282,classical,1,1
q_20260324_173221_results.json,5,4,True,56.0,INFEASIBLE,3.063,56.0,INFEASIBLE,14.512,0.211,classical,1,1
q_20260324_173414_results.json,6,4,True,66.0,INFEASIBLE,2.545,66.0,INFEASIBLE,21.444,0.119,classical,1,1
q_20260324_170632_results.json,1,5,True,12.0,INFEASIBLE,1.095,12.0,INFEASIBLE,3.469,0.316,classical,1,1
q_20260324_170735_results.json,2,5,True,24.0,INFEASIBLE,1.747,24.0,INFEASIBLE,4.179,0.418,classical,1,1
q_20260324_170847_results.json,3,5,True,36.0,INFEASIBLE,2.296,36.0,INFEASIBLE,5.555,0.413,classical,1,1
q_20260324_173036_results.json,4,5,True,46.0,INFEASIBLE,3.515,46.0,INFEASIBLE,11.042,0.318,classical,1,1
q_20260324_173240_results.json,5,5,True,56.0,INFEASIBLE,4.647,56.0,INFEASIBLE,9.21,0.505,classical,1,1
q_20260324_173455_results.json,6,5,True,66.0,INFEASIBLE,4.143,66.0,INFEASIBLE,30.786,0.135,classical,1,1
q_20260324_170644_results.json,1,6,True,12.0,INFEASIBLE,1.609,12.0,INFEASIBLE,4.636,0.347,classical,1,1
q_20260324_170747_results.json,2,6,True,24.0,INFEASIBLE,1.837,24.0,INFEASIBLE,4.974,0.369,classical,1,1
q_20260324_170903_results.json,3,6,True,36.0,INFEASIBLE,3.037,36.0,INFEASIBLE,7.447,0.408,classical,1,1
q_20260324_173057_results.json,4,6,True,46.0,INFEASIBLE,4.77,46.0,INFEASIBLE,10.994,0.434,classical,1,1
q_20260324_173256_results.json,5,6,True,56.0,INFEASIBLE,3.037,56.0,INFEASIBLE,8.993,0.338,classical,1,1
q_20260324_173533_results.json,6,6,True,66.0,INFEASIBLE,5.817,66.0,INFEASIBLE,26.671,0.218,classical,1,1
